,Index,Report,Size
8010,8229,CEREBROSPINAL FLUID MICROBIOLOGY,771
8011,8230,MULTI-RESISTANT ORGANISM SCREEN,262
8012,8231,RESPIRATORY MICROBIOLOGY,439
8013,8232,BLOOD CULTURE MICROBIOLOGY,278
8014,8233,MULTI-RESISTANT ORGANISM SCREEN,267
8015,8234,MULTI-RESISTANT ORGANISM SCREEN,254
8016,8235,MULTI-RESISTANT ORGANISM SCREEN,268
8017,8236,URINE MICROBIOLOGY,401
8018,8237,CEREBROSPINAL FLUID MICROBIOLOGY,665
8019,8238,BLOOD CULTURE MICROBIOLOGY,255
8020,8239,MULTI-RESISTANT ORGANISM SCREEN,275
8021,8240,MULTI-RESISTANT ORGANISM SCREEN,277
8022,8241,MULTI-RESISTANT ORGANISM SCREEN,276
8023,8242,MULTI-RESISTANT ORGANISM SCREEN,254
8024,8243,MULTI-RESISTANT ORGANISM SCREEN,276
8025,8244,MULTI-RESISTANT ORGANISM SCREEN,269
8026,8245,MICROBIOLOGY,467
8027,8246,BLOOD CULTURE MICROBIOLOGY,237
8028,8247,URINE MICROBIOLOGY,456
8029,8248,CATHETER TIP MICROBIOLOGY,253
8030,8249,BLOOD CULTURE MICROBIOLOGY,227
8031,8250,URINE MICROBIOLOGY,401
8032,8251,URINE MICROBIOLOGY,482
8033,8252,MULTI-RESISTANT ORGANISM SCREEN,275
8034,8253,BLOOD CULTURE MICROBIOLOGY,227
8035,8254,CEREBROSPINAL FLUID MICROBIOLOGY,632
8036,8255,BLOOD CULTURE MICROBIOLOGY,232
8037,8256,MULTI-RESISTANT ORGANISM SCREEN,276
8038,8257,MULTI-RESISTANT ORGANISM SCREEN,275
8039,8258,BLOOD CULTURE MICROBIOLOGY,227
8040,8259,MULTI-RESISTANT ORGANISM SCREEN,275
8041,8260,URINE MICROBIOLOGY,422
8042,8261,MICROBIOLOGY,850
8043,8262,URINE MICROBIOLOGY,401
8044,8263,MULTI-RESISTANT ORGANISM SCREEN,254
8045,8264,MULTI-RESISTANT ORGANISM SCREEN,254
8046,8265,MULTI-RESISTANT ORGANISM SCREEN,267
8047,8266,MULTI-RESISTANT ORGANISM SCREEN,271
8048,8267,MULTI-RESISTANT ORGANISM SCREEN,276
8049,8268,MULTI-RESISTANT ORGANISM SCREEN,276
8050,8269,MULTI-RESISTANT ORGANISM SCREEN,272
8051,8270,MULTI-RESISTANT ORGANISM SCREEN,266
8052,8271,MULTI-RESISTANT ORGANISM SCREEN,276
8053,8272,URINE MICROBIOLOGY,445
8054,8273,MULTI-RESISTANT ORGANISM SCREEN,277
8055,8274,BLOOD CULTURE MICROBIOLOGY,232
8056,8275,MULTI-RESISTANT ORGANISM SCREEN,268
8057,8276,BLOOD CULTURE MICROBIOLOGY,236
8058,8277,RESPIRATORY MICROBIOLOGY,418
8059,8278,URINE MICROBIOLOGY,457
8060,8279,URINE MICROBIOLOGY,401
8061,8280,URINE MICROBIOLOGY,421
8062,8281,BLOOD CULTURE MICROBIOLOGY,237
8063,8282,RESPIRATORY MICROBIOLOGY,656
8064,8283,MULTI-RESISTANT ORGANISM SCREEN,253
8065,8284,MULTI-RESISTANT ORGANISM SCREEN,276
8066,8285,MULTI-RESISTANT ORGANISM SCREEN,275
8067,8286,MULTI-RESISTANT ORGANISM SCREEN,276
8068,8287,MULTI-RESISTANT ORGANISM SCREEN,275
8069,8288,MULTI-RESISTANT ORGANISM SCREEN,267
8070,8289,MULTI-RESISTANT ORGANISM SCREEN,255
8071,8290,MULTI-RESISTANT ORGANISM SCREEN,276
8072,8291,MULTI-RESISTANT ORGANISM SCREEN,277
8073,8292,URINE MICROBIOLOGY,402
8074,8293,MULTI-RESISTANT ORGANISM SCREEN,276
8075,8294,MULTI-RESISTANT ORGANISM SCREEN,276
8076,8295,MULTI-RESISTANT ORGANISM SCREEN,268
8077,8296,MULTI-RESISTANT ORGANISM SCREEN,276
8078,8297,MULTI-RESISTANT ORGANISM SCREEN,254
8079,8298,MULTI-RESISTANT ORGANISM SCREEN,269
8080,8299,MULTI-RESISTANT ORGANISM SCREEN,267
8081,8300,MULTI-RESISTANT ORGANISM SCREEN,268
8082,8301,MULTI-RESISTANT ORGANISM SCREEN,275
8083,8302,MULTI-RESISTANT ORGANISM SCREEN,269
8084,8303,BLOOD CULTURE MICROBIOLOGY,237
8085,8304,MULTI-RESISTANT ORGANISM SCREEN,254
8086,8305,MULTI-RESISTANT ORGANISM SCREEN,245
8087,8306,MULTI-RESISTANT ORGANISM SCREEN,268
8088,8307,MULTI-RESISTANT ORGANISM SCREEN,266
8089,8308,MULTI-RESISTANT ORGANISM SCREEN,275
8090,8309,MULTI-RESISTANT ORGANISM SCREEN,269
8091,8310,CEREBROSPINAL FLUID MICROBIOLOGY,636
8092,8311,CEREBROSPINAL FLUID MICROBIOLOGY,961
8093,8312,MULTI-RESISTANT ORGANISM SCREEN,267
8094,8313,RESPIRATORY MICROBIOLOGY,389
8095,8314,MICROBIOLOGY,548
8096,8315,BLOOD CULTURE MICROBIOLOGY,237
8097,8316,MULTI-RESISTANT ORGANISM SCREEN,266
8098,8317,MICROBIOLOGY,547
8099,8318,URINE MICROBIOLOGY,651
8100,8319,URINE MICROBIOLOGY,743
8101,8320,RESPIRATORY MICROBIOLOGY,468
8102,8321,MULTI-RESISTANT ORGANISM SCREEN,274
8103,8322,MULTI-RESISTANT ORGANISM SCREEN,268
8104,8323,MULTI-RESISTANT ORGANISM SCREEN,273
8105,8324,MULTI-RESISTANT ORGANISM SCREEN,275
8106,8325,URINE MICROBIOLOGY,401
8107,8326,MULTI-RESISTANT ORGANISM SCREEN,268
8108,8327,MULTI-RESISTANT ORGANISM SCREEN,276
8109,8328,MULTI-RESISTANT ORGANISM SCREEN,269
8110,8329,MULTI-RESISTANT ORGANISM SCREEN,252
8111,8330,MULTI-RESISTANT ORGANISM SCREEN,252
8112,8331,MULTI-RESISTANT ORGANISM SCREEN,276
8113,8332,MULTI-RESISTANT ORGANISM SCREEN,269
8114,8333,MULTI-RESISTANT ORGANISM SCREEN,273
8115,8334,MULTI-RESISTANT ORGANISM SCREEN,268
8116,8335,CATHETER TIP MICROBIOLOGY,216
8117,8336,MULTI-RESISTANT ORGANISM SCREEN,262
8118,8337,FAECES MICROBIOLOGY,434
8119,8338,MULTI-RESISTANT ORGANISM SCREEN,254
8120,8339,URINE MICROBIOLOGY,413
8121,8340,MULTI-RESISTANT ORGANISM SCREEN,276
8122,8341,MULTI-RESISTANT ORGANISM SCREEN,275
8123,8342,URINE MICROBIOLOGY,414
8124,8343,BLOOD CULTURE MICROBIOLOGY,236
8125,8344,MULTI-RESISTANT ORGANISM SCREEN,275
8126,8345,CEREBROSPINAL FLUID MICROBIOLOGY,813
8127,8346,BLOOD CULTURE MICROBIOLOGY,223
8128,8347,MULTI-RESISTANT ORGANISM SCREEN,267
8129,8348,BLOOD CULTURE MICROBIOLOGY,295
8130,8349,MULTI-RESISTANT ORGANISM SCREEN,246
8131,8350,URINE MICROBIOLOGY,401
8132,8351,MULTI-RESISTANT ORGANISM SCREEN,268
8133,8352,RESPIRATORY MICROBIOLOGY,1430
8134,8353,MULTI-RESISTANT ORGANISM SCREEN,276
8135,8354,CEREBROSPINAL FLUID MICROBIOLOGY,645
8136,8355,MULTI-RESISTANT ORGANISM SCREEN,274
8137,8356,BLOOD CULTURE MICROBIOLOGY,223
8138,8357,BLOOD CULTURE MICROBIOLOGY,305
8139,8358,MULTI-RESISTANT ORGANISM SCREEN,263
8140,8359,BLOOD CULTURE MICROBIOLOGY,234
8141,8360,RESPIRATORY MICROBIOLOGY,1140
8142,8361,URINE MICROBIOLOGY,434
8143,8362,MULTI-RESISTANT ORGANISM SCREEN,263
8144,8363,FAECES MICROBIOLOGY,491
8145,8364,MULTI-RESISTANT ORGANISM SCREEN,262
8146,8365,BLOOD CULTURE MICROBIOLOGY,234
8147,8366,MULTI-RESISTANT ORGANISM SCREEN,236
8148,8367,BLOOD CULTURE MICROBIOLOGY,247
8149,8368,CATHETER TIP MICROBIOLOGY,241
8150,8369,BLOOD CULTURE MICROBIOLOGY,244
8151,8370,MULTI-RESISTANT ORGANISM SCREEN,276
8152,8371,URINE MICROBIOLOGY,401
8153,8372,BLOOD CULTURE MICROBIOLOGY,234
8154,8373,BLOOD CULTURE MICROBIOLOGY,227
8155,8374,MULTI-RESISTANT ORGANISM SCREEN,273
8156,8375,MULTI-RESISTANT ORGANISM SCREEN,236
8157,8376,BLOOD CULTURE MICROBIOLOGY,227
8158,8377,MULTI-RESISTANT ORGANISM SCREEN,262
8159,8378,URINE MICROBIOLOGY,423
8160,8379,MULTI-RESISTANT ORGANISM SCREEN,274
8161,8380,MULTI-RESISTANT ORGANISM SCREEN,277
8162,8381,MULTI-RESISTANT ORGANISM SCREEN,267
8163,8382,MULTI-RESISTANT ORGANISM SCREEN,263
8164,8383,MULTI-RESISTANT ORGANISM SCREEN,266
8165,8384,MULTI-RESISTANT ORGANISM SCREEN,236
8166,8385,CEREBROSPINAL FLUID MICROBIOLOGY,911
8167,8386,MULTI-RESISTANT ORGANISM SCREEN,262
8168,8387,MULTI-RESISTANT ORGANISM SCREEN,254
8169,8388,URINE MICROBIOLOGY,402
8170,8389,URINE MICROBIOLOGY,445
8171,8390,MULTI-RESISTANT ORGANISM SCREEN,263
8172,8391,MULTI-RESISTANT ORGANISM SCREEN,275
8173,8392,BLOOD CULTURE MICROBIOLOGY,230
8174,8393,CEREBROSPINAL FLUID MICROBIOLOGY,623
8175,8394,MULTI-RESISTANT ORGANISM SCREEN,276
8176,8395,BODY FLUID EXAMINATION,800
8177,8396,BLOOD CULTURE MICROBIOLOGY,252
8178,8397,CEREBROSPINAL FLUID MICROBIOLOGY,846
8179,8398,RESPIRATORY MICROBIOLOGY,443
8180,8399,MULTI-RESISTANT ORGANISM SCREEN,267
8181,8400,MULTI-RESISTANT ORGANISM SCREEN,276
8182,8401,MICROBIOLOGY,670
8183,8402,MULTI-RESISTANT ORGANISM SCREEN,268
8184,8403,MULTI-RESISTANT ORGANISM SCREEN,275
8185,8404,MULTI-RESISTANT ORGANISM SCREEN,276
8186,8405,URINE MICROBIOLOGY,402
8187,8406,MULTI-RESISTANT ORGANISM SCREEN,254
8188,8407,RESPIRATORY MICROBIOLOGY,464
8189,8408,FAECES MICROBIOLOGY,734
8190,8409,URINE MICROBIOLOGY,516
8191,8410,MULTI-RESISTANT ORGANISM SCREEN,275
8192,8411,MULTI-RESISTANT ORGANISM SCREEN,267
8193,8412,RESPIRATORY MICROBIOLOGY,706
8194,8413,BLOOD CULTURE MICROBIOLOGY,236
8195,8414,MULTI-RESISTANT ORGANISM SCREEN,268
8196,8415,BLOOD CULTURE MICROBIOLOGY,236
8197,8416,RESPIRATORY MICROBIOLOGY,430
8198,8417,BLOOD CULTURE MICROBIOLOGY,237
8199,8418,CEREBROSPINAL FLUID MICROBIOLOGY,676
8200,8419,URINE MICROBIOLOGY,401
8201,8420,URINE MICROBIOLOGY,401
8202,8421,URINE MICROBIOLOGY,401
8203,8422,RESPIRATORY MICROBIOLOGY,481
8204,8423,BLOOD CULTURE MICROBIOLOGY,236
8205,8424,MULTI-RESISTANT ORGANISM SCREEN,276
8206,8426,MULTI-RESISTANT ORGANISM SCREEN,275
8207,8427,MULTI-RESISTANT ORGANISM SCREEN,263
8208,8428,BLOOD CULTURE MICROBIOLOGY,252
8209,8429,URINE MICROBIOLOGY,401
8210,8430,URINE MICROBIOLOGY,461
8211,8431,BLOOD CULTURE MICROBIOLOGY,237
8212,8432,MULTI-RESISTANT ORGANISM SCREEN,277
8213,8434,RESPIRATORY MICROBIOLOGY,413
8214,8435,MULTI-RESISTANT ORGANISM SCREEN,275
8215,8436,CATHETER TIP MICROBIOLOGY,259
8216,8437,MULTI-RESISTANT ORGANISM SCREEN,262
8217,8438,URINE MICROBIOLOGY,944
8218,8439,URINE MICROBIOLOGY,468
8219,8440,MULTI-RESISTANT ORGANISM SCREEN,248
8220,8441,BLOOD CULTURE MICROBIOLOGY,232
8221,8442,MULTI-RESISTANT ORGANISM SCREEN,275
8222,8443,MULTI-RESISTANT ORGANISM SCREEN,262
8223,8444,MULTI-RESISTANT ORGANISM SCREEN,276
8224,8445,URINE MICROBIOLOGY,545
8225,8446,RESPIRATORY MICROBIOLOGY,435
8226,8447,BLOOD CULTURE MICROBIOLOGY,229
8227,8448,BLOOD CULTURE MICROBIOLOGY,236
8228,8449,MULTI-RESISTANT ORGANISM SCREEN,263
8229,8450,MULTI-RESISTANT ORGANISM SCREEN,268
8230,8451,BLOOD CULTURE MICROBIOLOGY,294
8231,8452,MULTI-RESISTANT ORGANISM SCREEN,269
8232,8453,RESPIRATORY MICROBIOLOGY,428
8233,8454,MULTI-RESISTANT ORGANISM SCREEN,275
8234,8455,URINE MICROBIOLOGY,525
8235,8456,MULTI-RESISTANT ORGANISM SCREEN,268
8236,8457,MULTI-RESISTANT ORGANISM SCREEN,276
8237,8458,MULTI-RESISTANT ORGANISM SCREEN,267
8238,8459,MULTI-RESISTANT ORGANISM SCREEN,275
8239,8460,CEREBROSPINAL FLUID MICROBIOLOGY,778
8240,8461,MULTI-RESISTANT ORGANISM SCREEN,276
8241,8462,MULTI-RESISTANT ORGANISM SCREEN,247
8242,8463,CEREBROSPINAL FLUID MICROBIOLOGY,826
8243,8464,MULTI-RESISTANT ORGANISM SCREEN,277
8244,8465,RESPIRATORY MICROBIOLOGY,434
8245,8466,BLOOD CULTURE MICROBIOLOGY,232
8246,8467,MULTI-RESISTANT ORGANISM SCREEN,275
8247,8468,BLOOD CULTURE MICROBIOLOGY,228
8248,8469,MULTI-RESISTANT ORGANISM SCREEN,276
8249,8470,URINE MICROBIOLOGY,435
8250,8471,MULTI-RESISTANT ORGANISM SCREEN,276
8251,8472,URINE MICROBIOLOGY,569
8252,8473,MULTI-RESISTANT ORGANISM SCREEN,276
8253,8474,MULTI-RESISTANT ORGANISM SCREEN,276
8254,8475,RESPIRATORY MICROBIOLOGY,449
8255,8477,MULTI-RESISTANT ORGANISM SCREEN,254
8256,8478,URINE MICROBIOLOGY,989
8257,8479,MULTI-RESISTANT ORGANISM SCREEN,275
8258,8480,MULTI-RESISTANT ORGANISM SCREEN,275
8259,8481,MULTI-RESISTANT ORGANISM SCREEN,271
8260,8482,MULTI-RESISTANT ORGANISM SCREEN,276
8261,8483,MULTI-RESISTANT ORGANISM SCREEN,267
8262,8484,URINE MICROBIOLOGY,401
8263,8486,MULTI-RESISTANT ORGANISM SCREEN,268
8264,8487,MULTI-RESISTANT ORGANISM SCREEN,277
8265,8488,MULTI-RESISTANT ORGANISM SCREEN,262
8266,8489,URINE MICROBIOLOGY,598
8267,8490,MULTI-RESISTANT ORGANISM SCREEN,276
8268,8491,MULTI-RESISTANT ORGANISM SCREEN,267
8269,8492,BLOOD CULTURE MICROBIOLOGY,237
8270,8493,MULTI-RESISTANT ORGANISM SCREEN,241
8271,8494,CEREBROSPINAL FLUID MICROBIOLOGY,685
8272,8495,URINE MICROBIOLOGY,401
8273,8496,MULTI-RESISTANT ORGANISM SCREEN,263
8274,8497,BLOOD CULTURE MICROBIOLOGY,234
8275,8498,BLOOD CULTURE MICROBIOLOGY,232
8276,8499,MULTI-RESISTANT ORGANISM SCREEN,263
8277,8500,MULTI-RESISTANT ORGANISM SCREEN,262
8278,8501,BLOOD CULTURE MICROBIOLOGY,525
8279,8502,MULTI-RESISTANT ORGANISM SCREEN,269
8280,8504,URINE MICROBIOLOGY,420
8281,8505,MULTI-RESISTANT ORGANISM SCREEN,270
8282,8506,RESPIRATORY MICROBIOLOGY,811
8283,8507,RESPIRATORY MICROBIOLOGY,451
8284,8508,URINE MICROBIOLOGY,421
8285,8509,MULTI-RESISTANT ORGANISM SCREEN,254
8286,8510,MULTI-RESISTANT ORGANISM SCREEN,246
8287,8511, THROAT MICROBIOLOGY,314
8288,8512,BLOOD CULTURE MICROBIOLOGY,236
8289,8513,MULTI-RESISTANT ORGANISM SCREEN,275
8290,8514,URINE MICROBIOLOGY,422
8291,8515,MULTI-RESISTANT ORGANISM SCREEN,272
8292,8516,MULTI-RESISTANT ORGANISM SCREEN,276
8293,8517,MULTI-RESISTANT ORGANISM SCREEN,254
8294,8518,MULTI-RESISTANT ORGANISM SCREEN,271
8295,8519,BLOOD CULTURE MICROBIOLOGY,294
8296,8520,MULTI-RESISTANT ORGANISM SCREEN,275
8297,8521,URINE MICROBIOLOGY,413
8298,8522,MULTI-RESISTANT ORGANISM SCREEN,276
8299,8523,URINE MICROBIOLOGY,490
8300,8524,MULTI-RESISTANT ORGANISM SCREEN,273
8301,8525,CEREBROSPINAL FLUID MICROBIOLOGY,881
8302,8526,MULTI-RESISTANT ORGANISM SCREEN,397
8303,8527,MULTI-RESISTANT ORGANISM SCREEN,246
8304,8528,MULTI-RESISTANT ORGANISM SCREEN,275
8305,8529,MULTI-RESISTANT ORGANISM SCREEN,276
8306,8530,MULTI-RESISTANT ORGANISM SCREEN,267
8307,8531,MULTI-RESISTANT ORGANISM SCREEN,275
8308,8532,MULTI-RESISTANT ORGANISM SCREEN,268
8309,8533,BLOOD CULTURE MICROBIOLOGY,236
8310,8534,URINE MICROBIOLOGY,456
8311,8535,MULTI-RESISTANT ORGANISM SCREEN,275
8312,8536,MICROBIOLOGY,715
8313,8537,MULTI-RESISTANT ORGANISM SCREEN,276
8314,8538,CEREBROSPINAL FLUID MICROBIOLOGY,838
8315,8539, THROAT MICROBIOLOGY,371
8316,8540,MICROBIOLOGY,796
8317,8541,MULTI-RESISTANT ORGANISM SCREEN,276
8318,8542,URINE MICROBIOLOGY,941
8319,8543,RESPIRATORY MICROBIOLOGY,1518
8320,8544,MICROBIOLOGY,791
8321,8545,URINE MICROBIOLOGY,421
8322,8546,MULTI-RESISTANT ORGANISM SCREEN,275
8323,8547,URINE MICROBIOLOGY,944
8324,8548,MULTI-RESISTANT ORGANISM SCREEN,276
8325,8549,CEREBROSPINAL FLUID MICROBIOLOGY,729
8326,8550,MULTI-RESISTANT ORGANISM SCREEN,275
8327,8551,MULTI-RESISTANT ORGANISM SCREEN,275
8328,8552,URINE MICROBIOLOGY,461
8329,8553,MULTI-RESISTANT ORGANISM SCREEN,276
8330,8554,MULTI-RESISTANT ORGANISM SCREEN,267
8331,8555,MULTI-RESISTANT ORGANISM SCREEN,276
8332,8556,CATHETER TIP MICROBIOLOGY,232
8333,8557,MULTI-RESISTANT ORGANISM SCREEN,268
8334,8558,MULTI-RESISTANT ORGANISM SCREEN,275
8335,8559,MULTI-RESISTANT ORGANISM SCREEN,277
8336,8560,MICROBIOLOGY,869
8337,8561,MULTI-RESISTANT ORGANISM SCREEN,253
8338,8562,BLOOD CULTURE MICROBIOLOGY,257
8339,8563,MULTI-RESISTANT ORGANISM SCREEN,276
8340,8564,MULTI-RESISTANT ORGANISM SCREEN,276
8341,8565,BLOOD CULTURE MICROBIOLOGY,257
8342,8566,URINE MICROBIOLOGY,411
8343,8567,URINE MICROBIOLOGY,456
8344,8568,MULTI-RESISTANT ORGANISM SCREEN,276
8345,8569,URINE MICROBIOLOGY,1194
8346,8570,BLOOD CULTURE MICROBIOLOGY,581
8347,8571,BLOOD CULTURE MICROBIOLOGY,233
8348,8573,BLOOD CULTURE MICROBIOLOGY,288
8349,8574,CATHETER TIP MICROBIOLOGY,280
8350,8575,URINE MICROBIOLOGY,461
8351,8576,BLOOD CULTURE MICROBIOLOGY,236
8352,8577,URINE MICROBIOLOGY,543
8353,8578,BLOOD CULTURE MICROBIOLOGY,290
8354,8579,MULTI-RESISTANT ORGANISM SCREEN,275
8355,8580,MICROBIOLOGY,676
8356,8581,BLOOD CULTURE MICROBIOLOGY,232
8357,8582,MULTI-RESISTANT ORGANISM SCREEN,254
8358,8583,RESPIRATORY MICROBIOLOGY,1456
8359,8584,URINE MICROBIOLOGY,400
8360,8585,BLOOD CULTURE MICROBIOLOGY,230
8361,8586,BLOOD CULTURE MICROBIOLOGY,593
8362,8587,MULTI-RESISTANT ORGANISM SCREEN,270
8363,8588,MULTI-RESISTANT ORGANISM SCREEN,276
8364,8589,BLOOD CULTURE MICROBIOLOGY,257
8365,8590,BLOOD CULTURE MICROBIOLOGY,236
8366,8591,MULTI-RESISTANT ORGANISM SCREEN,275
8367,8592,URINE MICROBIOLOGY,401
8368,8593,MULTI-RESISTANT ORGANISM SCREEN,269
8369,8594,RESPIRATORY MICROBIOLOGY,453
8370,8595,MULTI-RESISTANT ORGANISM SCREEN,276
8371,8596,BLOOD CULTURE MICROBIOLOGY,230
8372,8597,URINE MICROBIOLOGY,421
8373,8598,RESPIRATORY MICROBIOLOGY,916
8374,8599,MULTI-RESISTANT ORGANISM SCREEN,254
8375,8600,BLOOD CULTURE MICROBIOLOGY,228
8376,8601,URINE MICROBIOLOGY,457
8377,8602,MULTI-RESISTANT ORGANISM SCREEN,277
8378,8603,URINE MICROBIOLOGY,517
8379,8604,MULTI-RESISTANT ORGANISM SCREEN,272
8380,8605,URINE MICROBIOLOGY,440
8381,8606,URINE MICROBIOLOGY,914
8382,8607,URINE MICROBIOLOGY,545
8383,8608,MULTI-RESISTANT ORGANISM SCREEN,273
8384,8609,BLOOD CULTURE MICROBIOLOGY,228
8385,8611,BLOOD CULTURE MICROBIOLOGY,233
8386,8612,MULTI-RESISTANT ORGANISM SCREEN,274
8387,8614,MULTI-RESISTANT ORGANISM SCREEN,274
8388,8615,FAECES MICROBIOLOGY,431
8389,8616,MULTI-RESISTANT ORGANISM SCREEN,254
8390,8617,BLOOD CULTURE MICROBIOLOGY,236
8391,8618,URINE MICROBIOLOGY,548
8392,8619,RESPIRATORY MICROBIOLOGY,460
8393,8620,URINE MICROBIOLOGY,402
8394,8621,Bacterial Antigens,592
8395,8622,MULTI-RESISTANT ORGANISM SCREEN,275
8396,8623,MULTI-RESISTANT ORGANISM SCREEN,275
8397,8624,MICROBIOLOGY,397
8398,8625,BLOOD CULTURE MICROBIOLOGY,236
8399,8626,MULTI-RESISTANT ORGANISM SCREEN,254
8400,8627,MICROBIOLOGY,392
8401,8628,MULTI-RESISTANT ORGANISM SCREEN,275
8402,8629,URINE MICROBIOLOGY,401
8403,8630,URINE MICROBIOLOGY,472
8404,8631,RESPIRATORY MICROBIOLOGY,1108
8405,8632,MULTI-RESISTANT ORGANISM SCREEN,254
8406,8633,URINE MICROBIOLOGY,245
8407,8634,MICROBIOLOGY,400
8408,8635,MULTI-RESISTANT ORGANISM SCREEN,276
8409,8636,MULTI-RESISTANT ORGANISM SCREEN,275
8410,8637,MULTI-RESISTANT ORGANISM SCREEN,276
8411,8638,MULTI-RESISTANT ORGANISM SCREEN,276
8412,8639,BLOOD CULTURE MICROBIOLOGY,236
8413,8640,BLOOD CULTURE MICROBIOLOGY,228
8414,8641,MULTI-RESISTANT ORGANISM SCREEN,254
8415,8642,CATHETER TIP MICROBIOLOGY,267
8416,8643,MULTI-RESISTANT ORGANISM SCREEN,275
8417,8644,MULTI-RESISTANT ORGANISM SCREEN,277
8418,8645,MULTI-RESISTANT ORGANISM SCREEN,247
8419,8646,BLOOD CULTURE MICROBIOLOGY,232
8420,8647,MULTI-RESISTANT ORGANISM SCREEN,276
8421,8648,MULTI-RESISTANT ORGANISM SCREEN,276
8422,8649,URINE MICROBIOLOGY,421
8423,8650,BLOOD CULTURE MICROBIOLOGY,229
8424,8651,MULTI-RESISTANT ORGANISM SCREEN,277
8425,8652,URINE MICROBIOLOGY,400
8426,8653,URINE MICROBIOLOGY,421
8427,8654,BLOOD CULTURE MICROBIOLOGY,229
8428,8655,MULTI-RESISTANT ORGANISM SCREEN,276
8429,8656,RESPIRATORY MICROBIOLOGY,1203
8430,8657,MULTI-RESISTANT ORGANISM SCREEN,275
8431,8658,MICROBIOLOGY,443
8432,8660,MULTI-RESISTANT ORGANISM SCREEN,270
8433,8661,MULTI-RESISTANT ORGANISM SCREEN,276
8434,8662,MULTI-RESISTANT ORGANISM SCREEN,276
8435,8664,MULTI-RESISTANT ORGANISM SCREEN,269
8436,8665,MICROBIOLOGY,492
8437,8666,GENITAL MICROBIOLOGY,743
8438,8667,MICROBIOLOGY,415
8439,8668,GENITAL MICROBIOLOGY,743
8440,8669,MULTI-RESISTANT ORGANISM SCREEN,275
8441,8670,MULTI-RESISTANT ORGANISM SCREEN,275
8442,8671,RESPIRATORY MICROBIOLOGY,411
8443,8672,MULTI-RESISTANT ORGANISM SCREEN,254
8444,8673,MULTI-RESISTANT ORGANISM SCREEN,276
8445,8674,MULTI-RESISTANT ORGANISM SCREEN,276
8446,8675, THROAT MICROBIOLOGY,485
8447,8676,MULTI-RESISTANT ORGANISM SCREEN,275
8448,8677,BLOOD CULTURE MICROBIOLOGY,260
8449,8678,MULTI-RESISTANT ORGANISM SCREEN,276
8450,8679,URINE MICROBIOLOGY,421
8451,8680,URINE MICROBIOLOGY,401
8452,8681,URINE MICROBIOLOGY,422
8453,8682,MULTI-RESISTANT ORGANISM SCREEN,276
8454,8683,RESPIRATORY MICROBIOLOGY,923
8455,8684,BLOOD CULTURE MICROBIOLOGY,237
8456,8685,BODY FLUID EXAMINATION,1002
8457,8686,MULTI-RESISTANT ORGANISM SCREEN,276
8458,8687,MULTI-RESISTANT ORGANISM SCREEN,277
8459,8688,BLOOD CULTURE MICROBIOLOGY,236
8460,8689,BLOOD CULTURE MICROBIOLOGY,236
8461,8690,MULTI-RESISTANT ORGANISM SCREEN,276
8462,8691,BLOOD CULTURE MICROBIOLOGY,236
8463,8692,URINE MICROBIOLOGY,401
8464,8693,MULTI-RESISTANT ORGANISM SCREEN,275
8465,8694,MULTI-RESISTANT ORGANISM SCREEN,254
8466,8695,MULTI-RESISTANT ORGANISM SCREEN,276
8467,8696,MULTI-RESISTANT ORGANISM SCREEN,276
8468,8697,MULTI-RESISTANT ORGANISM SCREEN,275
8469,8698,MULTI-RESISTANT ORGANISM SCREEN,254
8470,8699,MULTI-RESISTANT ORGANISM SCREEN,276
8471,8700,MULTI-RESISTANT ORGANISM SCREEN,275
8472,8701,MULTI-RESISTANT ORGANISM SCREEN,275
8473,8702,MULTI-RESISTANT ORGANISM SCREEN,254
8474,8703,MULTI-RESISTANT ORGANISM SCREEN,276
8475,8704,CEREBROSPINAL FLUID MICROBIOLOGY,844
8476,8705,MULTI-RESISTANT ORGANISM SCREEN,275
8477,8706,URINE MICROBIOLOGY,401
8478,8707,MULTI-RESISTANT ORGANISM SCREEN,275
8479,8708,RESPIRATORY MICROBIOLOGY,486
8480,8709,MULTI-RESISTANT ORGANISM SCREEN,276
8481,8710,MULTI-RESISTANT ORGANISM SCREEN,276
8482,8711,URINE MICROBIOLOGY,906
8483,8712,MULTI-RESISTANT ORGANISM SCREEN,276
8484,8713,URINE MICROBIOLOGY,401
8485,8714,BLOOD CULTURE MICROBIOLOGY,232
8486,8715,URINE MICROBIOLOGY,489
8487,8716,MULTI-RESISTANT ORGANISM SCREEN,254
8488,8717,URINE MICROBIOLOGY,400
8489,8718,MULTI-RESISTANT ORGANISM SCREEN,275
8490,8719,BLOOD CULTURE MICROBIOLOGY,665
8491,8720,MULTI-RESISTANT ORGANISM SCREEN,274
8492,8721,BLOOD CULTURE MICROBIOLOGY,236
8493,8722,BODY FLUID EXAMINATION,590
8494,8723,URINE MICROBIOLOGY,459
8495,8724,MULTI-RESISTANT ORGANISM SCREEN,254
8496,8725,RESPIRATORY MICROBIOLOGY,387
8497,8726,MICROBIOLOGY,429
8498,8727,MULTI-RESISTANT ORGANISM SCREEN,254
8499,8728,MULTI-RESISTANT ORGANISM SCREEN,275
8500,8729,MICROBIOLOGY,409
8501,8730,CEREBROSPINAL FLUID MICROBIOLOGY,951
8502,8731,MULTI-RESISTANT ORGANISM SCREEN,275
